model_name,name,kernel_depth,kernel_height,kernel_width,tensor_count,input_shape,output_shape,tensor_shape,input_height,input_width,input_depth,output_height,output_width,output_depth
ResNet50,Conv2D,3,7,7,64,"(None, 230, 230, 3)","(None, 112, 112, 64)","(7, 7, 3)",230,230,3,100,100,10
