Unnamed: 0,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow,Datarate,BatchSize
0,AMW_1,GoogLeNet,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 256}]",1.4895807613533734e-05,11.162462847999528,0.0895859644611685,202567.05870445655,215689.5539956582,3.8311333105657726e-07,25424.0635746964,1.5068925938254625e-11,59769830755840,949025536,59770779781376,Weight-Stationary,1,256
1,AMW_1,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 256}]",8.373040675698729e-07,39.442246656,0.0253535253384933,2456779.2664823784,215689.5539956582,9.120709054002793e-08,25424.0635746964,3.5874316578881938e-12,743963784381440,11865162240,743975649543680,Weight-Stationary,1,256
2,AMW_1,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 256}]",4.185883746224541e-06,3.5114186239999565,0.2847851843027681,145316.31996566177,215689.5539956582,1.1077967839300554e-06,25424.0635746964,4.3572766433474596e-11,41196302744064,657204480,41196959948544,Weight-Stationary,1,256
3,AMW_1,MobileNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 256}]",2.1792439563262386e-06,1.8468011520000376,0.5414768119009596,89991.10819899554,215689.5539956582,2.0478088624667574e-06,25424.0635746964,8.054608801815866e-11,23473424255488,382032384,23473806287872,Weight-Stationary,1,256
4,AMW_5,GoogLeNet,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 256}]",8.626137995485292e-06,4.6415333119998445,0.2154460461190014,337625.4577599517,818448.9092037656,2.4175124598730025e-07,41986.2581384768,5.757865947233721e-12,52865549729792,1625202432,52867174932224,Weight-Stationary,5,256
5,AMW_5,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 256}]",4.424613813845012e-07,15.804318617599042,0.0632738445861526,4633848.404968083,818448.9092037656,5.6918838456054996e-08,41986.2581384768,1.3556539920354029e-12,727487063523328,22427827712,727509491351040,Weight-Stationary,5,256
6,AMW_5,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 256}]",2.190501629151472e-06,1.5604378624000064,0.6408457677782607,281284.2337639096,818448.9092037656,6.416743490611577e-07,41986.2581384768,1.5282961080857032e-11,43026398314496,1345644800,43027743959296,Weight-Stationary,5,256
7,AMW_5,MobileNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 256}]",1.1473501003980083e-06,0.958703308799987,1.0430755697001863,165771.31723901955,818448.9092037656,1.0521653095907114e-06,41986.2581384768,2.505975422054799e-11,24371493076992,776822272,24372269899264,Weight-Stationary,5,256
8,AMW_10,GoogLeNet,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 256}]",6.338718025480932e-06,3.1118644736000327,0.3213507556269399,467559.7892573693,1427215.4958640046,2.037132448131325e-07,22251.065426544,9.155213060949278e-12,54275302268928,2224341248,54277526610176,Weight-Stationary,10,256
9,AMW_10,ResNet50,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 256}]",3.300531054903107e-07,10.440194815999266,0.0957836532386859,6301966.786740076,1427215.4958640046,4.716452843088358e-08,22251.065426544,2.1196525886180497e-12,726313072656384,29974112256,726343046768640,Weight-Stationary,10,256
