Unnamed: 0,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow,Datarate,BatchSize
0,AMW_1,GoogLeNet,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.002291171,0.045456731,21.99894249,803.5432606,215689.554,9.43E-05,25424.06357,3.71E-09,4.64E+11,7331515,4.64E+11,Input-Stationary,1,1
4,AMW_5,GoogLeNet,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.00133403,0.021870299,45.72411091,1359.240788,818448.9092,5.19E-05,41986.25814,1.24E-09,4.10E+11,12562015,4.10E+11,Input-Stationary,5,1
8,AMW_10,GoogLeNet,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.000979402,0.017150701,58.306656,1898.734309,1427215.496,3.79E-05,22251.06543,1.70E-09,4.21E+11,17204001,4.21E+11,Input-Stationary,10,1
12,MAW_1,GoogLeNet,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.003345977,0.36093904,2.770550951,560.3355499,331933.1526,8.31E-06,25408.74542,3.27E-10,4.59E+11,5120783,4.59E+11,Input-Stationary,1,1
16,MAW_5,GoogLeNet,"[{'element_size': 22, 'element_count': 22, 'units_count': 673, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.001755147,0.728967397,1.371803463,1044.985197,1278845.682,1.07E-06,55604.42044,1.93E-11,4.18E+11,9310985,4.18E+11,Input-Stationary,5,1
20,MAW_10,GoogLeNet,"[{'element_size': 16, 'element_count': 16, 'units_count': 1241, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.00133403,1.041437021,0.960211688,1415.397062,2336690.415,4.11E-07,20432.35719,2.01E-11,4.10E+11,12562015,4.10E+11,Input-Stationary,10,1
24,HEANA_1,GoogLeNet,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.005745809,0.014839671,67.38694097,318.9179158,86898.08112,0.000621714,25532.85089,2.43E-08,4.54E+11,2682543,4.54E+11,Input-Stationary,1,1
28,HEANA_5,GoogLeNet,"[{'element_size': 42, 'element_count': 42, 'units_count': 190, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 1}]",0.00307368,0.008001754,124.9725951,583.6399541,320947.9702,0.00031728,54693.23085,5.80E-09,4.50E+11,5247829,4.50E+11,Input-Stationary,5,1
32,HEANA_10,GoogLeNet,"[{'element_size': 31, 'element_count': 31, 'units_count': 356, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'HEANA_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 1}]",0.002291171,0.006477935,154.370186,823.4603571,618206.2316,0.000207118,20663.04573,1.00E-08,4.64E+11,7331515,4.64E+11,Input-Stationary,10,1
3,AMW_1,MobileNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 1}]",0.000511702,0.007704968,129.7863924,356.2692678,215689.554,0.000495503,25424.06357,1.95E-08,1.81E+11,2923418,1.81E+11,Input-Stationary,1,1
