name,model_name,total_latency,fps,fps_per_w
MAW_PCA_OS(1 Gs/s),MobileNet_V2,0.0495562363999405,20.179094956476533,5.98763874055394e-05
MAW_PCA_OS(5 Gs/s),GoogLeNet,0.7263048670885794,1.376832299098501,1.075454881592444e-06
MAW_PCA_OS(5 Gs/s),ResNet50,2.485693875138072,0.4023021539385872,3.132540123294741e-07
MAW_PCA_OS(5 Gs/s),ShuffleNet_V2,0.2531938024720835,3.949543749635251,3.080517185205016e-06
MAW_PCA_OS(5 Gs/s),MobileNet_V2,0.1380231917404176,7.245159218464646,5.649631705037592e-06
MAW_PCA_OS(1 Gs/s),GoogLeNet,1.0376977105983929,0.9636717801211548,4.121798431768755e-07
MAW_PCA_OS(1 Gs/s),ResNet50,3.5730566197939515,0.2798724191663291,1.195083333774592e-07
MAW_PCA_OS(1 Gs/s),ShuffleNet_V2,0.3450292354116274,2.8983051213239315,1.2386228025131508e-06
MAW_PCA_OS(1 Gs/s),MobileNet_V2,0.2080518984606907,4.806493030819135,2.054174924639263e-06
HEANA_PCA_OS(1 Gs/s),GoogLeNet,0.0016850436999999,593.4564189640902,0.0021630807803433
HEANA_PCA_OS(1 Gs/s),ResNet50,0.0054515388,183.43444606869468,0.000238664146245
HEANA_PCA_OS(1 Gs/s),ShuffleNet_V2,0.0006029495999999,1658.5134147199094,0.0036158770104944
HEANA_PCA_OS(1 Gs/s),MobileNet_V2,0.0003518323,2842.263203236313,0.0059273524571268
HEANA_PCA_OS(5 Gs/s),GoogLeNet,0.00092986018,1075.4305018201765,0.0011486110851243
HEANA_PCA_OS(5 Gs/s),ResNet50,0.0025454304799999,392.8608570759323,0.0001251973544787
HEANA_PCA_OS(5 Gs/s),ShuffleNet_V2,0.0003642992799999,2744.995817724377,0.0018084394941708
HEANA_PCA_OS(5 Gs/s),MobileNet_V2,0.00025721828,3887.748569036381,0.0029340439029044
HEANA_PCA_OS(10 Gs/s),GoogLeNet,0.0007266952299999,1376.0926984480138,0.0007996445210367
HEANA_PCA_OS(10 Gs/s),ResNet50,0.00184247466,542.7483056944703,9.207571638818542e-05
HEANA_PCA_OS(10 Gs/s),ShuffleNet_V2,0.0003012968899999,3318.9854697803225,0.0013143776987909
HEANA_PCA_OS(10 Gs/s),MobileNet_V2,0.0002410049699999,4149.292024973607,0.0019823340723368
AMW_PCA_WS(1 Gs/s),GoogLeNet,0.0436033704999999,22.934006902058183,9.807694243005724e-05
AMW_PCA_WS(1 Gs/s),ResNet50,0.154071276,6.490502486654292,2.334899210607596e-05
AMW_PCA_WS(1 Gs/s),ShuffleNet_V2,0.013716479,72.90500718150746,0.0002835957924964
AMW_PCA_WS(1 Gs/s),MobileNet_V2,0.0072140669999999,138.61806384664857,0.0005242388345801
AMW_PCA_WS(5 Gs/s),GoogLeNet,0.0181309894999999,55.15418780646257,6.18882471533408e-05
AMW_PCA_WS(5 Gs/s),ResNet50,0.0617356195999999,16.19810421405409,1.457118593738333e-05
AMW_PCA_WS(5 Gs/s),ShuffleNet_V2,0.0060954604,164.05651655123495,0.0001642684495195
AMW_PCA_WS(5 Gs/s),MobileNet_V2,0.0037449347999999,267.02734584324435,0.0002693539493631
AMW_PCA_WS(10 Gs/s),GoogLeNet,0.0121557206,82.26579344049745,5.215050034550694e-05
AMW_PCA_WS(10 Gs/s),ResNet50,0.040782011,24.520615229101853,1.2074077147640284e-05
AMW_PCA_WS(10 Gs/s),ShuffleNet_V2,0.0042173056999999,237.1182150727182,0.0001333873299236
AMW_PCA_WS(10 Gs/s),MobileNet_V2,0.0026162829999999,382.2216480403691,0.0002169377774979
MAW_PCA_WS(1 Gs/s),GoogLeNet,0.3596682798613671,2.780339707425538,8.33781490176861e-06
MAW_PCA_WS(1 Gs/s),ResNet50,1.2030491915290749,0.831221206116269,2.462900800619694e-06
MAW_PCA_WS(1 Gs/s),ShuffleNet_V2,0.1118896463424491,8.937377431146784,2.662563374357732e-05
MAW_PCA_WS(1 Gs/s),MobileNet_V2,0.0495562363999405,20.179094956476533,5.98763874055394e-05
MAW_PCA_WS(5 Gs/s),GoogLeNet,0.7263048670885794,1.376832299098501,1.075454881592444e-06
MAW_PCA_WS(5 Gs/s),ResNet50,2.485693875138072,0.4023021539385872,3.132540123294741e-07
MAW_PCA_WS(5 Gs/s),ShuffleNet_V2,0.2531938024720835,3.949543749635251,3.080517185205016e-06
MAW_PCA_WS(5 Gs/s),MobileNet_V2,0.1380231917404176,7.245159218464646,5.649631705037592e-06
MAW_PCA_WS(10 Gs/s),GoogLeNet,1.0376977105983929,0.9636717801211548,4.121798431768755e-07
MAW_PCA_WS(10 Gs/s),ResNet50,3.5730566197939515,0.2798724191663291,1.195083333774592e-07
MAW_PCA_WS(10 Gs/s),ShuffleNet_V2,0.3450292354116274,2.8983051213239315,1.2386228025131508e-06
MAW_PCA_WS(10 Gs/s),MobileNet_V2,0.2080518984606907,4.806493030819135,2.054174924639263e-06
HEANA_PCA_WS(1 Gs/s),GoogLeNet,0.0142080595,70.38258813598011,0.000644940916877
HEANA_PCA_WS(1 Gs/s),ResNet50,0.0517720979999999,19.31542353180281,0.0001217262324277
HEANA_PCA_WS(1 Gs/s),ShuffleNet_V2,0.004537386,220.39121203265472,0.0016169376091151
HEANA_PCA_WS(1 Gs/s),MobileNet_V2,0.001983193,504.2373586433576,0.0032209075394202
HEANA_PCA_WS(5 Gs/s),GoogLeNet,0.0066562242999999,150.2353218475527,0.0003692105504568
HEANA_PCA_WS(5 Gs/s),ResNet50,0.0227110148,44.03149787917007,6.91587200935889e-05
HEANA_PCA_WS(5 Gs/s),ShuffleNet_V2,0.0021508828,464.9253785468914,0.0008878130302853
HEANA_PCA_WS(5 Gs/s),MobileNet_V2,0.0010370527999999,964.2710573656442,0.0016917243881578
HEANA_PCA_WS(10 Gs/s),GoogLeNet,0.0046245747999999,216.23609591091503,0.0002732054476166
HEANA_PCA_WS(10 Gs/s),ResNet50,0.0156814566,63.76958630233359,5.1503989236437006e-05
HEANA_PCA_WS(10 Gs/s),ShuffleNet_V2,0.0015208588999999,657.5231929799671,0.0006601718295707
HEANA_PCA_WS(10 Gs/s),MobileNet_V2,0.0008749196999999,1142.962034115818,0.0011156407656382
