,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow,PCA,Datarate,BatchSize
0,Test,GoogLeNet,"[{'element_size': 50, 'element_count': 50, 'units_count': 50, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'Test', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 100, 'batch_size': 1, 'pca': True, 'dataflow': 'WS'}]",0.0036804321009410524,0.0005452670400000004,1833.9637767212178,478.53535011532136,36239.113059375,0.0020068419502409836,15050.387888749996,1.3334154342567322e-07,220192330000,2168989,220194498989,WS,True,100,1
