name,model_name,total_latency,fps,fps_per_w
AMW_PCA_IS(1 Gs/s),GoogLeNet,5.818461503999929,0.1718667381940303,7.364670441462953e-07
AMW_PCA_IS(1 Gs/s),ResNet50,20.64534604800001,0.0484370665270041,1.754111057619659e-07
AMW_PCA_IS(1 Gs/s),ShuffleNet_V2,1.887715968000125,0.529740711500902,2.079491023696845e-06
AMW_PCA_IS(1 Gs/s),MobileNet_V2,0.9862359040000106,1.0139561903436738,3.871120550272627e-06
AMW_PCA_IS(5 Gs/s),GoogLeNet,2.79939833599995,0.3572196164940557,4.056556820858222e-07
AMW_PCA_IS(5 Gs/s),ResNet50,9.744702668800148,0.1026198575767452,9.649185118714517e-08
AMW_PCA_IS(5 Gs/s),ShuffleNet_V2,1.0702763776000046,0.9343381026893326,9.796565921206236e-07
AMW_PCA_IS(5 Gs/s),MobileNet_V2,0.627451929600022,1.5937475889785917,1.6700821000131711e-06
AMW_PCA_IS(10 Gs/s),GoogLeNet,2.1952896767999435,0.4555207499803361,2.961922727438185e-07
AMW_PCA_IS(10 Gs/s),ResNet50,7.673817728000034,0.1303132333142635,7.028904354876178e-08
AMW_PCA_IS(10 Gs/s),ShuffleNet_V2,0.9305584128000124,1.0746235660704424,6.559357932838318e-07
AMW_PCA_IS(10 Gs/s),MobileNet_V2,0.5363782015999967,1.8643561520901413,1.13421644363635e-06
MAW_PCA_IS(1 Gs/s),GoogLeNet,46.20019710225432,0.0216449293016372,6.490514300708449e-08
MAW_PCA_IS(1 Gs/s),ResNet50,154.61769747572413,0.0064675649445433,1.915870397774607e-08
MAW_PCA_IS(1 Gs/s),ShuffleNet_V2,14.410895655785474,0.0693919395355926,2.0669981619046138e-07
MAW_PCA_IS(1 Gs/s),MobileNet_V2,6.377298850956158,0.1568062001438224,4.652160078283519e-07
MAW_PCA_IS(5 Gs/s),GoogLeNet,93.30782682733587,0.0107172145574719,8.37099806954301e-09
MAW_PCA_IS(5 Gs/s),ResNet50,319.48235713767264,0.0031300632966379,2.436895741592141e-09
MAW_PCA_IS(5 Gs/s),ShuffleNet_V2,32.61286316657803,0.0306627478517375,2.391411769150453e-08
MAW_PCA_IS(5 Gs/s),MobileNet_V2,17.76299662396904,0.056296807412023,4.3895841462180024e-08
MAW_PCA_IS(10 Gs/s),GoogLeNet,133.30393863659333,0.0075016538162923,3.208509439277677e-09
MAW_PCA_IS(10 Gs/s),ResNet50,459.1937906936301,0.0021777297957131,9.298168095514783e-10
MAW_PCA_IS(10 Gs/s),ShuffleNet_V2,44.4538273812035,0.022495250890879,9.61303235505849e-09
MAW_PCA_IS(10 Gs/s),MobileNet_V2,26.77876815374532,0.0373430172089577,1.59585797851053e-08
