Unnamed: 0,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow,Datarate,BatchSize
0,AMW_1,GoogLeNet,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 128}]",2.971420016330798e-05,5.581231423999966,0.1791719289223306,102852.64355190984,215689.5539956582,7.653065362566578e-07,25424.0635746964,3.0101660736025626e-11,59383835834112,938433920,59384774268032,Output-Stationary,1,128
1,AMW_1,ResNet50,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 128}]",1.6721473570275212e-06,19.72112332800041,0.0507070506769856,1247907.8325943074,215689.5539956582,1.817670184508001e-07,25424.0635746964,7.14940858752831e-12,738930761007616,11677761792,738942438769408,Output-Stationary,1,128
2,AMW_1,ShuffleNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 128}]",8.369874956785532e-06,1.7557093119999472,0.5695703686055463,73726.28865626546,215689.5539956582,2.2103626583840235e-06,25424.0635746964,8.693978647000841e-11,40675389203712,649839232,40676039042944,Output-Stationary,1,128
3,AMW_1,MobileNet_V2,"[{'element_size': 31, 'element_count': 31, 'units_count': 197, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 128}]",4.356945776277216e-06,0.9234005760000276,1.0829536238019093,45602.35363344857,215689.5539956582,4.0854644513544935e-06,25424.0635746964,1.6069281920064902e-10,23144746633472,374197504,23145120830976,Output-Stationary,1,128
4,AMW_5,GoogLeNet,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 128}]",1.7208051042169886e-05,2.320766656000001,0.4308920922379883,173980.29709884388,818448.9092037656,4.822974562928533e-07,41986.2581384768,1.1487031178205163e-11,52507728412672,1607937920,52509336350592,Output-Stationary,5,128
5,AMW_5,ResNet50,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 128}]",8.836436964819391e-07,7.902159308799687,0.1265476891723025,2388028.1684216624,818448.9092037656,1.1292363794618889e-07,41986.2581384768,2.6895380286985866e-12,722505027289088,22102916864,722527130205952,Output-Stationary,5,128
6,AMW_5,ShuffleNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 128}]",4.379965944477728e-06,0.7802189311999788,1.2816915355565617,144799.3223679474,818448.9092037656,1.2765381827787915e-06,41986.2581384768,3.040371396204403e-11,42489704611840,1314382976,42491018994816,Output-Stationary,5,128
7,AMW_5,MobileNet_V2,"[{'element_size': 16, 'element_count': 16, 'units_count': 734, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_5', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 5, 'batch_size': 128}]",2.294141467437e-06,0.4793516543999828,2.08615113940042,85235.6111633508,818448.9092037656,2.0939757476811792e-06,41986.2581384768,4.9872883188945825e-11,24041711730688,759658240,24042471388928,Output-Stationary,5,128
8,AMW_10,GoogLeNet,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 128}]",1.2644864870214463e-05,1.5559322367999795,0.6427015112538949,243033.8647761057,1427215.4958640046,4.0589613432798106e-07,22251.065426544,1.824164940182032e-11,53912735207424,2202112128,53914937319552,Output-Stationary,10,128
9,AMW_10,ResNet50,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 128}]",6.591484653912585e-07,5.220097408000032,0.1915673064773572,3274776.80575446,1427215.4958640046,9.324026088676365e-08,22251.065426544,4.190372869765346e-12,721343010078720,29572600832,721372582679552,Output-Stationary,10,128
10,AMW_10,ShuffleNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 128}]",3.2726127981623625e-06,0.5398151295999974,1.852486055255619,196432.0733116528,1427215.4958640046,1.03427099215724e-06,22251.065426544,4.6481863781831567e-11,42515657256960,1747983744,42517405240704,Output-Stationary,10,128
11,AMW_10,MobileNet_V2,"[{'element_size': 12, 'element_count': 12, 'units_count': 1280, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMW_10', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10, 'batch_size': 128}]",1.7185902578052944e-06,0.3348842239999944,2.9861066253154305,116138.65291220495,1427215.4958640046,1.6832449270860747e-06,22251.065426544,7.564783505054451e-11,23822621245440,997739520,23823618984960,Output-Stationary,10,128
12,MAW_1,GoogLeNet,"[{'element_size': 44, 'element_count': 44, 'units_count': 173, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'MAW_1', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1, 'batch_size': 128}]",4.333328023209318e-05,46.03753982225536,0.0217214039642618,71722.48054931533,331933.1526098881,6.513339098387787e-08,25408.745417609,2.5634241247794368e-12,58807348695040,655460224,58808004155264,Output-Stationary,1,128
