,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow
0,MMA,GoogLeNet,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",0.005745809,0.01420806,70.38258814,315.8765211,86898.08112,0.000644941,25532.85089,2.53E-08,2.28424E+11,1354991,2.28425E+11,Weight-Stationary
1,MMA,ResNet50,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",0.000408534,0.051772098,19.31542353,3716.260121,86898.08112,0.000121726,25532.85089,4.77E-09,2.88132E+12,17107738,2.88134E+12,Weight-Stationary
2,MMA,ShuffleNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",0.002534316,0.004537386,220.391212,224.1629158,86898.08112,0.001616938,25532.85089,6.33E-08,1.54224E+11,937218,1.54225E+11,Weight-Stationary
3,MMA,MobileNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 1}]",0.001292648,0.001983193,504.2373586,138.1358353,86898.08112,0.003220908,25532.85089,1.26E-07,64709575686,435162,64710010848,Weight-Stationary
