,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area,Total_Cache_Reads,Total_Cache_Writes,Total_Cache_Access,Dataflow
0,MMA,GoogLeNet,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",0.0057458090098311395,0.001685043699999999,593.4564189640902,318.9179157877983,86898.0811182818,0.002148943349889969,20769.1073944075,1.034682574017897e-07,453710945356,2682543,453713627899,Output-Stationary
1,MMA,ResNet50,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",0.0004085335325060606,0.005451538800000019,183.43444606869468,3754.6110995354406,86898.0811182818,0.00023649946581062454,20769.1073944075,1.1387078959123047e-08,5722114836464,33773466,5722148609930,Output-Stationary
2,MMA,ShuffleNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",0.0025343164693898096,0.0006029495999999979,1658.5134147199094,226.18970766349258,86898.0811182818,0.0035895703765866306,20769.1073944075,1.7283219294986143e-07,304356130224,1803266,304357933490,Output-Stationary
3,MMA,MobileNet_V2,"[{'element_size': 83, 'element_count': 83, 'units_count': 50, 'reconfig': [], 'vdp_type': 'MMA', 'name': 'MMA', 'accelerator_type': 'ANALOG', 'precision': 4, 'bitrate': 10}]",0.0012926481801182519,0.00035183230000000016,2842.263203236313,138.98421421666768,86898.0811182818,0.005897695067671076,20769.1073944075,2.839647826781015e-07,127552135926,755690,127552891616,Output-Stationary
