,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area
0,"[{'element_size': 78, 'element_count': 54, 'units_count': 22, 'reconfig': [4, 9, 16, 25]}]",92.43435178374627,0.006774303631137003,147.61664880264001,1553.2015520606014,1233.5649217135199,0.05297058443606241,173.55616967
