,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area
0,"[{'element_size': 78, 'element_count': 54, 'units_count': 22, 'reconfig': [4, 9, 16, 25]}]",97.35076503727414,0.000909206536454704,1099.8601086825988,117.377932494712,1233.5649217135199,0.8141425858662327,173.55616967
