,config,hardware_utilization,total_latency,total_dynamic_energy,total_static_power
0,"[{'element_size': 20, 'element_count': 20, 'units_count': 5, 'reconfig': [], 'supported_layer_list': ['convolution']}, {'element_size': 150, 'element_count': 5, 'units_count': 30, 'reconfig': [], 'supported_layer_list': ['inner_product']}]",93.16803176109183,0.02555974961268823,145.11914953178317,333.86393978499996
