,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area
0,"[{'element_size': 78, 'element_count': 78, 'units_count': 14, 'reconfig': [], 'vdp_type': 'AMM'}]",51.16222210165078,0.0005341596000906396,1872.0996493001599,35.09342440169898,1132.64969823768,1.6031776278577146,151.56929479000001,0.010577192630465984
1,"[{'element_size': 78, 'element_count': 78, 'units_count': 14, 'reconfig': [9, 25], 'vdp_type': 'AMM'}]",58.44170403156057,0.000477661776423485,2093.5315517342565,35.32678499041448,1694.3980854376803,1.2103263284964632,201.72141821,0.005999989189231584
2,"[{'element_size': 128, 'element_count': 128, 'units_count': 8, 'reconfig': [], 'vdp_type': 'MAM'}]",36.62192742703028,0.052037070267535894,19.217069578643535,20.611323993433604,1471.0987716249601,0.012882576604589533,216.12285079999998,5.960765627930323e-05
3,"[{'element_size': 10, 'element_count': 20, 'units_count': 33, 'reconfig': [], 'vdp_type': 'AMM'}, {'element_size': 15, 'element_count': 30, 'units_count': 13, 'reconfig': [], 'vdp_type': 'AMM'}]",98.40971458986455,0.03772521678316232,26.507468618346664,43.906188527614866,178.96065527849998,0.11893859205637197,29.183970125000002,0.004075476761624185
4,"[{'element_size': 128, 'element_count': 13, 'units_count': 78, 'reconfig': [9, 25], 'vdp_type': 'MAM'}]",43.37712419125342,0.03580760166149295,27.927030954306765,22.635875410380738,2098.9951853145635,0.01316300061367141,502.1956339950001,2.621090213182232e-05
