,name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area
0,AMM,"[{'element_size': 78, 'element_count': 78, 'units_count': 14, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'AMM'}]",83.49459385052855,0.0007495247572896071,1334.1787449638737,51.49692998198658,1132.64969823768,1.12670062403486,151.56929479000001,0.007433567765792598
1,RAMM,"[{'element_size': 78, 'element_count': 78, 'units_count': 14, 'reconfig': [9, 16, 25], 'vdp_type': 'AMM', 'name': 'RAMM'}]",77.9135881009314,0.000727434230790682,1374.694725202928,51.59030368815722,1898.6702262376805,0.7048774787311126,221.31583781,0.00318493916073124
2,HOLY_LIGHT,"[{'element_size': 128, 'element_count': 128, 'units_count': 8, 'reconfig': [], 'vdp_type': 'MAM', 'name': 'HOLY_LIGHT'}]",73.31355581713485,0.0003034939932027485,3294.95812898001,26.388826535337603,1471.0987716249601,2.20032415161765,216.12285079999998,0.010180895465115946
3,CROSS_LIGHT,"[{'element_size': 10, 'element_count': 20, 'units_count': 33, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'CROSS_LIGHT'}, {'element_size': 15, 'element_count': 30, 'units_count': 13, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'CROSS_LIGHT'}]",98.78755723587206,0.11480348664074222,8.710536842224384,119.75750689366967,178.96065527849998,0.029159716231797,29.183970125000002,0.0009991689309885147
4,RMAM,"[{'element_size': 128, 'element_count': 128, 'units_count': 8, 'reconfig': [9, 16, 25], 'vdp_type': 'MAM', 'name': 'RMAM'}]",60.70535751837626,0.000278396286039703,3592.001941640079,26.35337839251494,2365.94288042496,1.5014870873123487,315.60552032000004,0.004757480432503065
