,Unnamed: 0,name,Model_Name,config,hardware_utilization,total_latency,fps,total_dynamic_energy,total_static_power,fps_per_w,area,fps_per_w_per_area
16,2,STOCHASTIC($BER^{-9}$),Inception_V3,"[{'element_size': 144, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-9}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",98.11354116,0.000989603,1010.506403,606.1067443,179003.6938,0.001276733,877.6104828,1.45E-06
17,3,STOCHASTIC($BER^{-9}$),ResNet50,"[{'element_size': 144, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-9}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",93.29351496,0.000682074,1466.115573,412.9549169,179003.6938,0.001868989,877.6104828,2.13E-06
18,4,STOCHASTIC($BER^{-9}$),VGG16,"[{'element_size': 144, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-9}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",97.6587607,0.005340342,187.253928,1557.809904,179003.6938,0.000397812,877.6104828,4.53E-07
19,5,STOCHASTIC($BER^{-9}$),VGG19,"[{'element_size': 144, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-9}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",98.14089573,0.007170875,139.4529978,1971.493402,179003.6938,0.00030721,877.6104828,4.00E-07
20,,STOCHASTIC($BER^{-9}$),Gmean,NA,97.38002818,0.001198862,834.1243616,574.2976532,179003.6938,0.001243372,877.6104828,1.42E-06
21,0,STOCHASTIC($BER^{-3}$),DenseNet121,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",97.93469321,0.000319303,3131.821155,318.3319847,185172.5348,0.0026493,911.702094,2.91E-06
22,1,STOCHASTIC($BER^{-3}$),GoogLeNet,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",98.76998552,0.000340229,2939.195856,138.7554545,185172.5348,0.004956469,911.702094,5.44E-06
23,2,STOCHASTIC($BER^{-3}$),Inception_V3,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",98.08158721,0.000980596,1019.787626,624.7054372,185172.5348,0.001240256,911.702094,1.36E-06
24,3,STOCHASTIC($BER^{-3}$),ResNet50,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",92.64735516,0.000649958,1538.56005,407.4887907,185172.5348,0.001894502,911.702094,2.08E-06
25,4,STOCHASTIC($BER^{-3}$),VGG16,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",97.64063029,0.005242083,190.7638546,1611.601273,185172.5348,0.000387253,911.702094,4.25E-07
26,5,STOCHASTIC($BER^{-3}$),VGG19,"[{'element_size': 149, 'element_count': 128, 'units_count': 32, 'reconfig': [], 'vdp_type': 'AMM', 'name': 'STOCHASTIC($BER^{-3}$)', 'accelerator_type': 'STOCHASTIC', 'precision': 4, 'bitrate': 30}]",98.12649895,0.007031756,142.2119842,2039.648782,185172.5348,0.000299246,911.702094,4.00E-07
27,,STOCHASTIC($BER^{-3}$),Gmean,NA,97.17767206,0.001169014,855.4218235,577.150462,185172.5348,0.00123658,911.702094,1.36E-06
